"nid","vid","uid","title","body","teaser","log","timestamp","format"

•	Owners and managers may not deny an applicant housing availability simply because they have, or intend to obtain, a medical marijuana card [any more than management may deny tenancy to a person who says he or she has a disability].

•	To reiterate what I said in last week’s article, it is my opinion that park management should institute a medical marijuana policy in the rules, dealing both with the use and cultivation of the substance inside the community.  It is not a fair housing violation to prohibit it in the rules.   However, if legal use or cultivation [i.e. according to Oregon state law] occurs in a community, and there are no express prohibitions against doing so, it may be difficult to bring an eviction action for the activity, unless it violates some other rule or provision in the rental agreement. 
","Following last week’s article on the issue of marijuana cultivation in a manufactured housing community, I received, compliments of John VanLandingham, some good resource materials that I’d like to pa",,"1381879072","2"
"410","410","3","Phil Querin Q&A Resident Growing Marijuana Plants - Follow Up and Additional Resources","Following last week’s article on the issue of marijuana cultivation in a manufactured housing community, I received, compliments of John VanLandingham, some good resource materials that I’d like to pass along  

Readers of my article will note that my focus was primarily on the federal laws. This was because during my research, I was directed by the Oregon Health Authority (here) to the federal HUD website. However, as John points out, “…Oregon fair housing law is ""substantially equivalent"" to federal fair housing law.”  So, generally speaking, on the issue of medical marijuana, as goes the federal law, so goes Oregon law.

John directed me to the 2010 Oregon case of Emerald Steel Fabricators, Inc. v. Bureau of Labor and Industries, which addressed many unanswered questions on the use of medical marijuana in this state.  The answers contained in that case represent the most current state of medical marijuana law in Oregon both from an employment and housing perspective.  

John, as a board member of Fair Housing Council of Oregon (“FHCO”), also directed me to the following FHCO article [authored after the Emerald Steel Fabricators case], which serves as a good resource on the issue of medical marijuana use in Oregon. The FHCO article can be found here.  Keep in mind that the law is still developing, so you should consult your own legal counsel on these issues.  These MHCO articles should not be relied upon as legal advice. 

So, to incorporate these resources into my prior answer, here are some “take-away” points for park owners and managers on the issue of usage and cultivation of medical marijuana in Oregon manufactured housing communities:

•	If the resident insists that you make a reasonable accommodation for them because their use is due to a disability, you may say “N0.”  Note, however, park residents still have the right to ask for a reasonable accommodation. 

•	Owners and managers may not deny an applicant housing availability simply because they have, or intend to obtain, a medical marijuana card [any more than management may deny tenancy to a person who says he or she has a disability].

•	To reiterate what I said in last week’s article, it is my opinion that park management should institute a medical marijuana policy in the rules, dealing both with the use and cultivation of the substance inside the community.  It is not a fair housing violation to prohibit it in the rules.   However, if legal use or cultivation [i.e. according to Oregon state law] occurs in a community, and there are no express prohibitions against doing so, it may be difficult to bring an eviction action for the activity, unless it violates some other rule or provision in the rental agreement. 
","Following last week’s article on the issue of marijuana cultivation in a manufactured housing community, I received, compliments of John VanLandingham, some good resource materials that I’d like to pa",,"1381879192","2"
"411","411","1","2013 MHCO Annual Conference Presentations","<a href=""store""><img src=""/sites/default/files/conference_banner.jpg?1375565866"" style=""margin:0px 220px 30px 0px; float:left;""></a>

<h2>Speaker Presentations</h2>

<div id=""speakers"">

<div id=""speaker-capsule"">

<div id=""speaker-capsule"">
 <div id=""conference""><img src=""/sites/default/files/2013/speakers/bennett.jpg"">
<h2>Jeffrey S. Bennett</h2>
<h3>Partner - Warren Allen LLP</h3>
<ul id=""speaker-contact"">
<li id=""speaker-phone"">503-225-8795</li>
<li id=""speaker-email""><a href=""mailto:bennett@warrenallen.com"" target=""_blank"">bennett@warrenallen.com</a></li>
<li id=""speaker-web"">  <a href=""http://warrenallen.com"" target=""_blank"">warrenallen.com</a></li>
</ul>
<p style=""font-weight:bold; font-size:16px;""><a href=""/sites/default/files/2013/speakers/MHCO_2013_Conference_bennett.ppt"">Fair Housing Issues (PowerPoint)</a></p>
</div>
</div>

<div id=""speaker-capsule"">
 <div id=""conference""><img src=""/sites/default/files/2013/speakers/gaar.jpg"">
<h2>William E. Gaar</h2>
<h3>Attorney at Law and Shareholder - Buckley Law P.C.</h3>
<ul id=""speaker-contact"">
<li id=""speaker-phone"">503-620-8900</li>
<li id=""speaker-email""><a href=""mailto:weg@buckley-law.com"" target=""_blank"">weg@buckley-law.com</a></li>
<li id=""speaker-web"">  <a href=""http://www.buckley-law.com"" target=""_blank"">www.buckley-law.com</a></li>
</ul>
<p style=""font-weight:bold; font-size:16px;""><a href=""/sites/default/files/2013/speakers/MHCO_2013_Conference_gaar.pptx"">What's New in Employment Law (PowerPoint)</a></p>
</div>
</div>

<div id=""speaker-capsule"">
 <div id=""conference""><img src=""/sites/default/files/2013/speakers/hanson.jpg"">
<h2>Coleen J. Hanson</h2>
<h3> Program Coordinator - Manufactured Structure Ownership Document</h3>
<ul id=""speaker-contact"">
<li id=""speaker-phone"">503-373-1309</li>
<li id=""speaker-email""><a href=""mailto:coleen.j.hanson@state.or.us"" target=""_blank"">coleen.j.hanson@state.or.us</a></li>
<li id=""speaker-web"">  <a href=""http://www.bcd.oregon.gov/lois"" target=""_blank"">www.bcd.oregon.gov/lois</a></li>
</ul>
<p style=""font-weight:bold; font-size:16px;""><a href=""/sites/default/files/2013/speakers/MHCO_2013_Conference_hanson_1.pdf"">Titling - Forms, Process to Change, Statute Requirements, How to Find Secured Interest on a Home - Part 1 (PDF)</a> | <a href=""/sites/default/files/2013/speakers/MHCO_2013_Conference_hanson_2.pdf"">Part 2 (PDF)</p>
</div>
</div>


<div id=""speaker-capsule"">
 <div id=""conference""><img src=""/sites/default/files/2013/speakers/miner.jpg"">
<h2>William D. Miner</h2>
<h3>Attorney - Davis Wright Tremaine LLP</h3>
<ul id=""speaker-contact"">
<li id=""speaker-phone"">503-778-5477</li>
<li id=""speaker-email""><a href=""mailto:billminer@dwt.com"" target=""_blank"">billminer@dwt.com</a></li>
<li id=""speaker-web"">  <a href=""www.dwt.com"" target=""_blank"">www.dwt.com</a></li>
</ul>
<p style=""font-weight:bold; font-size:16px;""><a href=""/sites/default/files/2013/speakers/MHCO_2013_Conference_miner.pdf"">Landlord-Tenant Review (PDF)</a></p>
</div>
</div>


<div id=""speaker-capsule"">
 <div id=""conference""><img src=""/sites/default/files/2013/speakers/rosenberg.jpg"">
<h2>Elaine Rosenberg</h2>
<h3>General Manager - Advance Reporting</h3>
<ul id=""speaker-contact"">
<li id=""speaker-phone"">503-375-0451</li>
<li id=""speaker-email""><a href=""mailto:erosenberg@advrep.com"" target=""_blank"">erosenberg@advrep.com</a></li>
<li id=""speaker-web"">  <a href=""http://www.advrep.com"" target=""_blank"">advrep.com</a></li>
</ul>
<p style=""font-weight:bold; font-size:16px;""><a href=""/sites/default/files/2013/speakers/MHCO_2013_Conference_rosenberg.pdf"">Screen Smart: What Landlords Need to Know about Using Consumer Reports (PDF)</a></p>
</div>
</div>
</div>
","<a href=""store""><img src=""/sites/default/files/conference_banner.jpg?1375565866"" style=""margin:0px 220px 30px 0px; float:left;""></a>

<h2>Speaker Presentations</h2>

<div id=""speakers"">
",,"1382914365","2"
"412","412","3","Phil Querin Q&A: Tenant Sub-Leases - Refuses Background Check ","Question: An occupant lives in a home that is sub-leased from his parents who have moved to Arizona. The occupant has been in the house since the beginning of January, and pays his rent on time.  Although he was asked to complete and submit a criminal background check, he still has not done so. Accordingly, we have not given him a written rental agreement to sign.  What are our rights at this point in time?
 
Answer: There are several issues here.  One, you’ve accepted rent from the occupant for the last several months.  For all intents and purposes, you have accepted him as a tenant – even though he is not there on a written rental agreement and even though you have no criminal background check on him.  Even if your rules prohibit subleasing, that too, has been waived.  In other words, all of the breaches you could have enforced against him and/or the tenants who subleased, have been waived and are now unenforceable.
 
Here are the rules on waiver that apply in this situation [ORS 90.412].  While they are of no help in this situation, they may be helpful in the future.
 
A landlord waives the right to terminate a rental agreement for a particular violation of the rental agreement or of law if the landlord:
• During three or more separate rental periods, accepts rent with knowledge of the violation by the tenant; or
• Accepts performance by a tenant that varies from the terms of the rental agreement.
• A landlord has not accepted rent for purposes of subsection (2) of this section if:
o Within 10 days after receipt of the rent payment, the landlord refunds the rent; or 
o The rent payment is made in the form of a check that is dishonored. 
• A landlord does not waive the right to terminate a rental agreement for a violation under any of the following circumstances: 
o The landlord and tenant agree otherwise after the violation has occurred.
o The violation concerns the tenant’s conduct and, following the violation but prior to acceptance of rent for three rental periods or performance, the landlord gives a written warning notice to the tenant regarding the violation that:
• Describes specifically the conduct that constitutes the violation, either as a separate and distinct violation, a series or group of violations or a continuous or ongoing violation;
• States that the tenant is required to discontinue the conduct or correct the violation; and
• States that a reoccurrence of the conduct that constitutes a violation may result in a termination of the tenancy pursuant to ORS 90.392, 90.398, 90.405 or 90.630.
o The tenancy consists of rented space for a manufactured dwelling or floating home, and the violation concerns:
• Disrepair or deterioration of the manufactured dwelling or floating home;
• A failure to maintain the rented space;
• The termination is under ORS 90.396 [24-hour notices].
o The landlord accepts:
• A last month’s rent deposit collected at the beginning of the tenancy, regardless of whether the deposit covers a period beyond a termination date;
• Rent distributed pursuant to a court order releasing money paid into court; or
• Rent paid for a rent obligation not yet due and paid more than one rental period in advance.
• For a continuous or ongoing violation, the landlord’s written warning notice remains effective for 12 months and may be renewed with a new warning notice before the end of the 12 months. 
• A landlord that must refund rent shall make the refund to the tenant or other payer by personal delivery or first class mail. The refund may be in the form of the tenant’s or other payer’s check or in any other form of check or money.
 
The most important thing you should do at this point is to try to determine if this occupant is a sexual predator.   Oregon laws were revised a few years ago to provide that if an occupant is determined to be a predatory sex offender under ORS 181.585 to 181.587, you may unilaterally issue him a 30-day notice to vacate.   [See, ORS 90.630(1)(c)]","Question: An occupant lives in a home that is sub-leased from his parents who have moved to Arizona. The occupant has been in the house since the beginning of January, and pays his rent on time.",,"1383140825","2"
"413","413","3","West Coast Mobile Home Parks Inc","<p>Rich Delaney</p>
<p>881 Sneath Ln #110</p>
<p>San Bruno,CA 94066</p>
<p>(650) 589 - 8757</p>
<p>rich@westcoastmhp.com</p>","<p>Rich Delaney</p>
<p>881 Sneath Ln #110</p>
<p>San Bruno,CA 94066</p>
<p>(650) 589 - 8757</p>
<p>rich@westcoastmhp.com</p>",,"1383691926","2"
"414","414","3","Mark L. Busch, P.C., Attorney at Law","<p>Mark L. Busch</p>
<p>Cornell West, Suite 200, 1500 NW Bethany Blvd</p>
<p>Beaverton, OR 97006</p>
<p>(503) 597 - 1309</p>
<p>mark@marklbusch.com</p>
<p>www.marklbusch.com</p>","<p>Mark L. Busch</p>
<p>Cornell West, Suite 200, 1500 NW Bethany Blvd</p>
<p>Beaverton, OR 97006</p>
<p>(503) 597 - 1309</p>
<p>mark@marklbusch.com</p>
<p>www.marklbusch.com</p>",,"1383692949","2"
"415","415","3","Manufactured Housing Communities In or Near Floodplains","MANUFACTURED HOUSING COMMUNITIES IN OR NEAR FLOODPLAINS
(PART ONE)
By
Phillip C. Querin, QUERIN LAW, LLC
Website: www.q-law.com

Background. The National Flood Insurance Program (“the Program”) was created by Congress in 1968 to mitigate the financial impact of floods on residents and communities. It also encouraged smarter planning choices [and discouraged some development] in areas with an unacceptable risk of flooding. The NFIP is controlled by the Federal Emergency Management Agency (“FEMA”). 

Financial History of the Program.  Historically the Program has not been run in a prudent financial manner. From its inception in 1968 to the present, Congress has failed to pass legislation to address problems within the program, instead choosing to pass multiple extensions.  With losses estimated in the billions of dollars after severe flooding events such as Hurricanes Katrina, Rita, Irene, and more recently, Sandy, the Program’s resources have become depleted.  According to the Government Accounting Office (“GAO”): 

""The potential losses generated by NFIP have created substantial financial exposure for the federal government and U.S. taxpayers. While Congress and FEMA intended that NFIP be funded with premiums collected from policyholders and not with tax dollars, the program was, by design, not actuarially sound. As of November 2012, FEMA owes the Treasury approximately $20 billion, up from $17.8 billion pre-Sandy, and had not repaid any principal on the loan since 2010."" 

In January 2013, Congress passed legislation to temporarily increase NFIP’s borrowing authority to $30.4 billion. 

Oregon Landlord-Tenant Law.  ORS 90.228 (Notice of location in 100-year flood plain) provides as follows:

 (1) As used in this section, “100-year flood plain” means the level that flood waters may be expected to equal or exceed once each 100 years, as determined by the National Flood Insurance Program of the Federal Emergency Management Agency.
(2) If a dwelling unit is located in a 100-year flood plain, the landlord shall provide notice in the dwelling unit rental agreement that the dwelling unit is located within the flood plain.
(3) If a landlord fails to provide a notice required under this section, and the tenant of the dwelling unit suffers an uninsured loss due to flooding, the tenant may recover from the landlord the lesser of the actual damages for the uninsured loss or two months’ rent. [2009 c.306 §2]
 
Does ORS 90.228 apply to manufactured housing parks?  It appears so, since the definition of a “dwelling unit” means not only a residential rental structure, but also “…a space for a manufactured dwelling or recreational vehicle *** and not the manufactured dwelling….” See, ORS 90.100(11)

Accordingly, park owners in or near flood zones need to give the required “100-year flood plain” notice to their residents. In addition, a new law known as the “Biggert-Waters Insurance Reform Act of 2012,” is going to create two new headaches for park owners located in or near flood zones.

Biggert-Waters Flood Insurance Reform Act of 2012 (“the Act”). Although the Act became effective on July 6, 2012, there has been relatively little attention given to the new law until now. 

Problem No. One (The Subsidy Phased-out). The Act implemented a number of changes, but the most significant for park owners is the phase-out of flood insurance subsidies for certain property owners. The rationale for the phase-out is twofold: (a) To bring in more revenue for FEMA; and (b) To make the cost of flood insurance more accurately reflect the actuarial risk. The result, not surprisingly, is that many property owners are now finding themselves facing the prospect of unaffordable coverage and/or properties they are unable to sell due to unexpectedly high flood insurance premiums. 

Problem No. Two (Re-drawing FEMA Maps). In addition, FEMA has been redrawing the flood maps for communities across the US.  As a result, some properties not previously required to obtain flood insurance have now been classified as high-risk. 

Coverage and Rates. Under the Act, homeowners, renters, and business owners may purchase federally-backed flood insurance through private brokers. Rates and coverage is federally determined and is identical regardless of insurer; rates are set in compliance with the Program. Here is a summary of coverage:  

•	Homeowners may insure for up to $250,000 in property damage plus $100,000 for the contents of the property;
•	Renters may insure for up to $100,000 for the contents of their rental unit;
•	Business owners may insure for up to $500,000 for the premises and contents of their business in total; 
•	Owners of multi-family housing (5+ units) are entitled to a full $500,000 coverage policy and unit occupiers may insure the contents of their dwellings separately for up to $100,000.

High-Risk Areas. Insurance is available for homeowners and business owners in high-risk areas, called Special Flood Hazard Areas (“SFHAs”).  They are defined as “any land that would be inundated by a flood having a 1-percent chance of occurring in a given year.” These areas are identified and mapped by FEMA. Home or business owners in SFHAs who acquire a loan from a federally regulated and insured lender must carry insurance for the life of the loan. This constitutes just about every residential loan program in the marketplace, i.e. conventional, FHA, VA, USDA, etc. - except private loans. Just the same as with fire insurance, if coverage lapses, lenders may “force-place” a flood insurance policy on the property. Homeowners, renters, and business owners in low-to-moderate risk areas may also purchase flood insurance, although it is not mandatory.

The Subsidy Phase-Out. The phase-out is expected to affect roughly 20% of properties under the Plan, or about 1.12 million of the 5.6 million flood insurance policies in effect. Initially, structures built before a community adopted a “Flood Insurance Rate Map” (“FIRM”) were allowed to purchase flood insurance coverage with subsidized rates. [These are referred to as “Pre-FIRM” properties.]  Now, under the Act, the Pre-FIRM Properties, estimated to be about 5% of the 1.12 million flood-insured properties, will see increases phased-in immediately. Additionally, the following properties – formerly subsidized – will also see their premiums increase: 

1.	Second homes;
2.	Businesses;
3.	Severe repetitive loss properties – properties with 1-4 residences making multiple claims under flood insurance policies;
4.	Substantially improved or damaged properties.

Subsidies will be phased out at a rate of 25% per year until the property owner is paying premiums commensurate to the property’s risk level.  This will apply to: (a) Any property purchased after the effective date of July 6, 2012; and (b) Any property not previously covered by flood insurance.  Any property that was covered by a lapsed policy, including primary residences, will not be eligible for any subsidy going forward. For park owners whose property is located in a flood zone, this could mean a substantial increase in premiums.

[Next: Redrawing FEMA Maps: What to Expect] 


© 2013 QUERIN LAW, LLC 
","MANUFACTURED HOUSING COMMUNITIES IN OR NEAR FLOODPLAINS
(PART ONE)
By
Phillip C. Querin, QUERIN LAW, LLC
Website: www.q-law.com
",,"1383753208","2"
"416","416","3","Fair Housing and Developmental Disabilities","By Jo Becker, Education/Outreach Specialist, Fair Housing Council 
Serving Oregon and SW Washington

Following is an article from by King County Office of Civil Rights.  While written with rental properties in mind, it is none-the-less relevant and instructive for housing providers of all kinds, such as Realtors®, homeowners associations, etc.  
  
Disability is a protected class under the federal Fair Housing Act1, and includes both physical and mental disabilities.

“Can you handle your own finances?”  “How do you get in and out of the shower?”  “Don’t you need someone to take care of you?”

These are questions the average prospective tenant does not expect to hear when seeking an apartment. However, many people with developmental disabilities routinely get questions like these from housing providers. More people with developmental disabilities are living independently these days, and housing providers need to be mindful of their rights and responsibilities under the Fair Housing Act1.

What is a Developmental Disability?
Developmental disabilities are a diverse group of physical, cognitive, psychological, sensory, and speech conditions that begin anytime during development up to 18 years of age.  About 17% of US children under 18 years of age have a developmental disability. Developmental disabilities include mental retardation, cerebral palsy, epilepsy, autism or other neurological conditions that result in limitations of general intellectual functioning or adaptive behavior.  Some people with developmental disabilities use mobility aids such as wheelchairs, canes, or leg braces, and will require accessibility features in their dwellings, such as ramps, lever door handles, or bathroom grab bars.  Others have speech disabilities and may speak very slowly or be difficult to understand. Some have sensory disabilities such as low vision or deafness. Some have learning disabilities, mental retardation or other cognitive conditions that cause their processing of information to be slower. A number of folks with developmental disabilities use the services of drop-in caregivers or live-in aides to assist them with activities of daily living (shopping, cooking, bathing, housekeeping, etc.).

Advocates
A number of those with developmental disabilities have an “advocate” who may be a relative, friend, caseworker, or other individual who assists them in dealing with complex issues.  For example, an advocate may accompany the prospective tenant to view an apartment and to help interpret the rental agreement. Often, an advocate is available to assist the tenant and the housing provider if a tenancy problem should arise.  

Some people with developmental disabilities may seem unsophisticated or even naive. Housing providers often mistakenly react by treating them differently than they treat other tenants. Many tenants with a developmental disability report that housing providers have asked them extremely personal questions, entered their apartments without notice, or taken advantage of their lack of sophistication. 

Like other tenants with disabilities, folks with developmental disabilities may have accommodation needs; like all other tenants, this group wishes to be treated with fairness, respect and dignity.

Reasonable Modifications
Many people with developmental disabilities may have problems accessing their unit due to their use of wheelchairs, crutches, or other mobility devices. They may need to make alterations in their units in order to have better and / or safe access. Fair Housing laws require that housing providers permit, at the expense of the person with a disability, reasonable modifications of existing premises if necessary for the tenant’s full enjoyment of the premises.  <For subsidized housing projects, the cost is borne by the housing provider.>  For example, a tenant should be allowed to widen a doorway for wheelchair access. 

A housing provider may condition permission for the modification based on the tenant agreeing to restore the unit to its original condition when the tenant vacates the unit.  However, the tenant need not remove the modifications if they will not interfere with the next tenant’s use and enjoyment of the unit (for instance, a wider door need not be made smaller again). The housing provider may ask that the tenant set up an interest bearing account not to exceed the amount of the modifications to cover the cost of returning the apartment or house back to its original configuration. 

A tenant with a developmental disability should be permitted to make the following types of reasonable modifications:  installing ramps, grab bars, audible and visual call mechanisms, widening doors and lowering cabinets. The modifications are not limited to the tenant’s unit but may be requested for common areas, recreational areas, entrances to the building, laundry room and the garage. This is not an exhaustive list of the types of modifications that a tenant might request. A housing provider should review each request on a case-by-case basis.

Reasonable Accommodations
While equal treatment is required in most respects, a housing provider has a duty to treat a tenant with a developmental disability differently with respect to reasonable accommodations. The need for reasonable accommodations can arise at the admissions stage, during the tenancy and during the eviction process. A housing provider must make reasonable accommodations in rules, policies, practices, or services, when necessary to provide tenants an equal opportunity to use and enjoy a dwelling. When a tenant’s disability makes it difficult for him or her to comply with certain rules, the housing provider may need to provide extra help and / or extra time so that the tenant can comply.  For example, as an accommodation, a housing provider can make a phone call to remind a tenant with memory problems to pay rent on the first of each month. 

Tenants with developmental disabilities may request reasonable accommodations orally or in writing. Once a tenant initiates an accommodation request, the housing provider is entitled, in most cases, to a letter of verification of the existence of the tenant’s disability and need for the accommodation.

There are very limited situations where a housing provider does not have to provide a requested accommodation. It is not a reasonable accommodation to tolerate a tenant who poses a direct threat to the health and safety of other tenants or employees of the housing provider.  However, it would be a reasonable accommodation to approve a tenant’s plan for acceptable minimization or elimination of the direct threat of the behavior.  If the tenant fails to follow the plan and repeats the violating behaviors, the tenant may no longer be entitled to the protection of the fair housing laws.  

Examples of Reasonable Accommodations:
•	Providing a prospective tenant with a disability with assistance in filling out the rental application upon request.
•	If asked, considering an application despite poor credit if a prospective tenant with a disability offers to have the disability check directly deposited with a payee who will ensure the rent gets paid each month.
•	Allowing a tenant to have a live-in caregiver, irrespective of occupancy standards, upon request.
•	Showing a tenant with developmental disability how to use the stove, refrigerator, washer, dryer, door locks or fire extinguishers upon request.
•	Reading notices to a tenant with a disability who has difficulty in reading upon request. Another option would be providing the notices in tape-recorded form or, with the tenant’s permission, sending copies of the notices to his or her case manager or other support person.
•	Granting a parking space to a tenant with a mobility disability upon request, even if the tenant does not drive but has someone drive for him or her. (It is preferable to provide a reserved space for that specific tenant and to mark it with appropriate signage designating it as accessible.)
•	Permitting a tenant to keep a medically necessary assistance animal despite a “no pets” policy upon request.  (Because the animal is not a pet, no deposits / fees / rent can be charged for the animal upfront; however, the housing provider can charge the same cleaning deposit it charges all other tenants.  Housing providers can expect the owner to manage the animal’s behavior (no constant barking, no property damage), to keep the animal under their control, and to handle the animal’s waste appropriately.  If the animal causes damage, the resident is financial responsible.  Such animals need not be trained, “certified,” nor have a special identifying harness or tag.)
•	Granting permission upon request for a tenant to add grab bars to his shower, at the tenant’s expense, with the work done professionally, to code, with any required permits.
•	Installing a ramp or widening a sidewalk upon request so a tenant can access the clubhouse. (Accessibility ramps are almost always considered reasonable and the widening of walkways would generally be considered so as well.  The housing provider would be responsible for this cost unless they could demonstrate that the changes would either fundamentally alter the premises or pose an undue financial or administrative hardship on them.) 
•	Providing sufficient time when talking with a tenant who has a speech disability.
•	When a housing provider has received complaints about the annoying behavior of a tenant, working with the tenant (and his or her advocate) when the tenant asserts that the behavior is related to his / her disability and requests that the provider negotiate a plan that will allow him / her to get assistance to remediate the problem.

Affirmatively Furthering Fair Housing
Housing providers can promote fair housing by planning and implementing a set of fair housing policies and procedures that address reasonable modification and accommodation requirements.  This would include the following:
1.	Signs in the common area that state management’s policies
2.	An information sheet for applicants describing management’s policies and procedures with regard to accommodations and modifications during applicant screening and tenancy
3.	Policy of reviewing reasonable modification and accommodation information with each tenant along with the rental agreement; copy issued to the tenant 
4.	Forms and procedures for staff to follow when there is a situation with a tenancy that may be covered by the Fair Housing Act and local ordinances
5.	Arranging for fair housing training for managers, maintenance staff, and other employees or contractors / vendors
6.	When working with tenants who have developmental disabilities, keep the following in mind:
•	It is not appropriate to ask tenants or prospective tenants if they have a disability, what medications a person is taking, or probe about the nature or severity of a disability.
•	Not all disabilities are visible, so it is best to inform all tenants about one’s fair housing policies and advise them about the availability of assistance for tenants who have disabilities.
•	Each accommodation request must be evaluated on a case-by-case basis.
•	Housing providers may not reject an accommodation request based on a desire to treat all tenants alike.  Such a request can only be rejected if it is unreasonable under the circumstances, if it will impose an undue financial or administrative burden on the provider, or if it will require a fundamental alteration of the services provided to tenants. For example, if one older building in a complex has no elevator, it might be an unreasonable cost to provide a requested elevator, when the common room services available there could be moved to another, more accessible building for much less cost. 
•	Some people with developmental disabilities live in subsidized housing, while others have section 8 vouchers and seek housing in the community, and still others rely on no subsidies at all.  It should be noted that while the federal Fair Housing Act does not cover section 8 voucher holders, many local communities have fair housing ordinances that do protect them against discrimination based on section 8 and some protect other legal sources of income such as disability income.  
•	If a tenant expresses concern over possible discrimination, don’t hesitate to suggest they contact their local fair housing agency. 
•	If the applicant / tenant identifies them to you, rely on their support system, including advocates, caregivers, social service workers, etc. 


Remember, all tenants wish to be treated with respect and dignity. Although some people with disabilities may look or act somewhat differently than others, housing providers should treat them similar to the way other tenants are treated, with the same rights and responsibilities.  It’s not only the ethical thing to do, it is your legal obligation under federal, state, and local laws.  

For a wealth of information on disability as a protected class, including reasonable modifications and accommodations, sample forms and policies, etc. visit www.FHCO.org/disability.htm.

This article brought to you by the Fair Housing Council; a nonprofit serving the state of Oregon and SW Washington.  All rights reserved © 2013. Write jbecker@FHCO.org to reprint articles or inquire about ongoing content for your own publication.  

To learn more…
Learn more about fair housing and / or sign up for our free, periodic newsletter at www.FHCO.org.

Qs about this article?  ‘Interested in articles for your company or trade association?
Contact Jo Becker at jbecker@FHCO.org or 800/424-3247 Ext. 150
","By Jo Becker, Education/Outreach Specialist, Fair Housing Council 
Serving Oregon and SW Washington
",,"1384273226","2"
